fragment,api,relevance
"Backwards-compatible BackupAgent 

I am looking into using the new Backup API that available since Android 2.2, but need to maintain backwards compatibility (to 1.5 to be exact).

The docs state:

> The backup service and the APIs you must use are available only on devices running API Level 8 (Android 2.2) or greater, so you should also set your android:minSdkVersion attribute to ""8"". However, if you implement proper backward compatibility in your application, you can support this feature for devices running API Level 8 or greater, while remaining compatible with older devices.

I indeed build against the level 8 `targetSdkVersion` with level 3 `minSdkVersion` and try to use a wrapper class (with reflection) to overcome the problem that the application will not run if you implement a class that extends an nonexisting class.

Here is the problem: since we don't make actual calls to the `BackupHelper` class ourselves, we can't check upfront if the class indeed exists. (As is explained in the Android Backwards Compatibility documentation with a `checkAvailable()` method.) The class will therefore be instantiated and cast to a `BackupAgent`. But since we use reflection, it doesn't actually override BackupAgent and an exception occurs at runtime when the backup is requested:
    
    
    java.lang.RuntimeException: Unable to create BackupAgent org.transdroid.service.BackupAgent: java.lang.ClassCastException: org.transdroid.service.BackupAgent
    

Here is my approach to a backwards compatible `BackupAgent`: http://code.google.com/p/transdroid/source/browse/#svn/trunk/src/org/transdroid/service where the BackupAgent.java is the 'regular' BackupAgentHelper-extending class and BackupAgentHelperWrapper is the reflection-based wrapper class.

Anyone successfull in implementing a `BackupAgent` with backwards compatibility?

Insted of just calling BackupManager.dataChanged, check if the class exists first.
    
    
     try {
    Class.forName(""android.app.backup.BackupManager"");
    BackupManager.dataChanged(context.getPackageName());
    } catch (ClassNotFoundException e) {
    }",BackupManager,0
"Testing database on Android: ProviderTestCase2 or RenamingDelegatingContext? 

I've implemented access to a database using `SQLiteOpenHelper` from the android.database package within some classes (with pattern DAO).

I wrote some junit tests for these classes using an `AndroidTestCase` but this causes the tests to use the same database as the application.

I read that the `ProviderTestCase2` or `RenamingDelegatingContext` can be used to test the database separately. Unluckily I couldn't find any nice tutorial/example that shows how to test a database with ProviderTestCase2/RenamingDelegatingContext.

Can anyone point me somewhere OR give me some tip OR share some code for database testing?!

Cheeerrrrsss!! Giorgio

Both the `ProviderTestCase` and `RenamingDelegatingContext` will destroy the database if one already exists before opening it within it's context, so in that sense they both have the same low-level approach towards opening a SQLite database.

You leverage this by opening the database in your fixture in `setUp()`, which will then ensure that your working with a fresh database before each test case.

I would suggest that you go for writing content providers rather than creating database adapters. You can use a common interface for accessing data, be it stored in the DB or somewhere over the network, the design of content providers can be accommodated to access such data at the cost of a bit of IPC overhead involved that most of us shouldn't have to care about. 

If you did this for accessing a SQLite database, the framework would completely manage the database connection for you in a separate process. As added beef, the `ProviderTestCase2` completely bootstraps a test context for your content provider without you having to a write a single line of code.

But, that's not said it isn't such a huge effort to do the bootstrapping yourself. So supposing you had a database adapter as such; we'll just focus on `open()` for getting write access to our database, nothing fancy:
    
    
    public class MyAdapter {
    private static final String DATABASE_NAME = ""my.db"";
    private static final String DATABASE_TABLE = ""table"";
    private static final int DATABASE_VERSION = 1;
    /**
    * Database queries
    */
    private static final String DATABASE_CREATE_STATEMENT = ""some awesome create statement"";
    private final Context mCtx;
    private SQLiteDatabase mDb;
    private DatabaseHelper mDbHelper;
    private static class DatabaseHelper extends SQLiteOpenHelper {
    public DatabaseHelper(Context context) {
    super(context, DATABASE_NAME, null, DATABASE_VERSION);
    }
    @Override
    public void onCreate(SQLiteDatabase db) {
    db.execSQL(DATABASE_CREATE_STATEMENT); 
    }
    @Override
    public void onUpgrade(SQLiteDatabase db, int a, int b) {
    // here to enable this code to compile
    }
    }
    /**
    * Constructor - takes the provided context to allow for the database to be
    * opened/created.
    * 
    * @param context the Context within which to work.
    */
    public MyAdapter(Context context) {
    mCtx = context;
    }
    /**
    * Open the last.fm database. If it cannot be opened, try to create a new
    * instance of the database. If it cannot be created, throw an exception to
    * signal the failure.
    * 
    * @return this (self reference, allowing this to be chained in an
    * initialization call)
    * @throws SQLException if the database could be neither opened or created
    */
    public MyAdapter open() throws SQLException {
    mDbHelper = new DatabaseHelper(mCtx);
    mDb = mDbHelper.getWritableDatabase();
    return this;
    }
    public void close() {
    mDbHelper.close();
    }
    }
    

Then you could write your test as such:
    
    
    public final class MyAdapterTests extends AndroidTestCase {
    private static final String TEST_FILE_PREFIX = ""test_"";
    private MyAdapter mMyAdapter;
    @Override
    protected void setUp() throws Exception {
    super.setUp();
    RenamingDelegatingContext context 
    = new RenamingDelegatingContext(getContext(), TEST_FILE_PREFIX);
    mMyAdapter = new MyAdapter(context);
    mMyAdapter.open();
    }
    @Override
    protected void tearDown() throws Exception {
    super.tearDown();
    mMyAdapter.close();
    mMyAdapter = null;
    }
    public void testPreConditions() {
    assertNotNull(mMyAdapter);
    }
    }
    

So what's happening here is that the context implementation of `RenamingDelegatingContext`, once `MyAdapter(context).open()` is called, will always recreate the database. Each test you write now will be going against the state of the database after `MyAdapter.DATABASE_CREATE_STATEMENT` is called.",Context,1
"Testing database on Android: ProviderTestCase2 or RenamingDelegatingContext? 

I've implemented access to a database using `SQLiteOpenHelper` from the android.database package within some classes (with pattern DAO).

I wrote some junit tests for these classes using an `AndroidTestCase` but this causes the tests to use the same database as the application.

I read that the `ProviderTestCase2` or `RenamingDelegatingContext` can be used to test the database separately. Unluckily I couldn't find any nice tutorial/example that shows how to test a database with ProviderTestCase2/RenamingDelegatingContext.

Can anyone point me somewhere OR give me some tip OR share some code for database testing?!

Cheeerrrrsss!! Giorgio

Both the `ProviderTestCase` and `RenamingDelegatingContext` will destroy the database if one already exists before opening it within it's context, so in that sense they both have the same low-level approach towards opening a SQLite database.

You leverage this by opening the database in your fixture in `setUp()`, which will then ensure that your working with a fresh database before each test case.

I would suggest that you go for writing content providers rather than creating database adapters. You can use a common interface for accessing data, be it stored in the DB or somewhere over the network, the design of content providers can be accommodated to access such data at the cost of a bit of IPC overhead involved that most of us shouldn't have to care about. 

If you did this for accessing a SQLite database, the framework would completely manage the database connection for you in a separate process. As added beef, the `ProviderTestCase2` completely bootstraps a test context for your content provider without you having to a write a single line of code.

But, that's not said it isn't such a huge effort to do the bootstrapping yourself. So supposing you had a database adapter as such; we'll just focus on `open()` for getting write access to our database, nothing fancy:
    
    
    public class MyAdapter {
    private static final String DATABASE_NAME = ""my.db"";
    private static final String DATABASE_TABLE = ""table"";
    private static final int DATABASE_VERSION = 1;
    /**
    * Database queries
    */
    private static final String DATABASE_CREATE_STATEMENT = ""some awesome create statement"";
    private final Context mCtx;
    private SQLiteDatabase mDb;
    private DatabaseHelper mDbHelper;
    private static class DatabaseHelper extends SQLiteOpenHelper {
    public DatabaseHelper(Context context) {
    super(context, DATABASE_NAME, null, DATABASE_VERSION);
    }
    @Override
    public void onCreate(SQLiteDatabase db) {
    db.execSQL(DATABASE_CREATE_STATEMENT); 
    }
    @Override
    public void onUpgrade(SQLiteDatabase db, int a, int b) {
    // here to enable this code to compile
    }
    }
    /**
    * Constructor - takes the provided context to allow for the database to be
    * opened/created.
    * 
    * @param context the Context within which to work.
    */
    public MyAdapter(Context context) {
    mCtx = context;
    }
    /**
    * Open the last.fm database. If it cannot be opened, try to create a new
    * instance of the database. If it cannot be created, throw an exception to
    * signal the failure.
    * 
    * @return this (self reference, allowing this to be chained in an
    * initialization call)
    * @throws SQLException if the database could be neither opened or created
    */
    public MyAdapter open() throws SQLException {
    mDbHelper = new DatabaseHelper(mCtx);
    mDb = mDbHelper.getWritableDatabase();
    return this;
    }
    public void close() {
    mDbHelper.close();
    }
    }
    

Then you could write your test as such:
    
    
    public final class MyAdapterTests extends AndroidTestCase {
    private static final String TEST_FILE_PREFIX = ""test_"";
    private MyAdapter mMyAdapter;
    @Override
    protected void setUp() throws Exception {
    super.setUp();
    RenamingDelegatingContext context 
    = new RenamingDelegatingContext(getContext(), TEST_FILE_PREFIX);
    mMyAdapter = new MyAdapter(context);
    mMyAdapter.open();
    }
    @Override
    protected void tearDown() throws Exception {
    super.tearDown();
    mMyAdapter.close();
    mMyAdapter = null;
    }
    public void testPreConditions() {
    assertNotNull(mMyAdapter);
    }
    }
    

So what's happening here is that the context implementation of `RenamingDelegatingContext`, once `MyAdapter(context).open()` is called, will always recreate the database. Each test you write now will be going against the state of the database after `MyAdapter.DATABASE_CREATE_STATEMENT` is called.",SQLiteDatabase,1
"Testing database on Android: ProviderTestCase2 or RenamingDelegatingContext? 

I've implemented access to a database using `SQLiteOpenHelper` from the android.database package within some classes (with pattern DAO).

I wrote some junit tests for these classes using an `AndroidTestCase` but this causes the tests to use the same database as the application.

I read that the `ProviderTestCase2` or `RenamingDelegatingContext` can be used to test the database separately. Unluckily I couldn't find any nice tutorial/example that shows how to test a database with ProviderTestCase2/RenamingDelegatingContext.

Can anyone point me somewhere OR give me some tip OR share some code for database testing?!

Cheeerrrrsss!! Giorgio

Both the `ProviderTestCase` and `RenamingDelegatingContext` will destroy the database if one already exists before opening it within it's context, so in that sense they both have the same low-level approach towards opening a SQLite database.

You leverage this by opening the database in your fixture in `setUp()`, which will then ensure that your working with a fresh database before each test case.

I would suggest that you go for writing content providers rather than creating database adapters. You can use a common interface for accessing data, be it stored in the DB or somewhere over the network, the design of content providers can be accommodated to access such data at the cost of a bit of IPC overhead involved that most of us shouldn't have to care about. 

If you did this for accessing a SQLite database, the framework would completely manage the database connection for you in a separate process. As added beef, the `ProviderTestCase2` completely bootstraps a test context for your content provider without you having to a write a single line of code.

But, that's not said it isn't such a huge effort to do the bootstrapping yourself. So supposing you had a database adapter as such; we'll just focus on `open()` for getting write access to our database, nothing fancy:
    
    
    public class MyAdapter {
    private static final String DATABASE_NAME = ""my.db"";
    private static final String DATABASE_TABLE = ""table"";
    private static final int DATABASE_VERSION = 1;
    /**
    * Database queries
    */
    private static final String DATABASE_CREATE_STATEMENT = ""some awesome create statement"";
    private final Context mCtx;
    private SQLiteDatabase mDb;
    private DatabaseHelper mDbHelper;
    private static class DatabaseHelper extends SQLiteOpenHelper {
    public DatabaseHelper(Context context) {
    super(context, DATABASE_NAME, null, DATABASE_VERSION);
    }
    @Override
    public void onCreate(SQLiteDatabase db) {
    db.execSQL(DATABASE_CREATE_STATEMENT); 
    }
    @Override
    public void onUpgrade(SQLiteDatabase db, int a, int b) {
    // here to enable this code to compile
    }
    }
    /**
    * Constructor - takes the provided context to allow for the database to be
    * opened/created.
    * 
    * @param context the Context within which to work.
    */
    public MyAdapter(Context context) {
    mCtx = context;
    }
    /**
    * Open the last.fm database. If it cannot be opened, try to create a new
    * instance of the database. If it cannot be created, throw an exception to
    * signal the failure.
    * 
    * @return this (self reference, allowing this to be chained in an
    * initialization call)
    * @throws SQLException if the database could be neither opened or created
    */
    public MyAdapter open() throws SQLException {
    mDbHelper = new DatabaseHelper(mCtx);
    mDb = mDbHelper.getWritableDatabase();
    return this;
    }
    public void close() {
    mDbHelper.close();
    }
    }
    

Then you could write your test as such:
    
    
    public final class MyAdapterTests extends AndroidTestCase {
    private static final String TEST_FILE_PREFIX = ""test_"";
    private MyAdapter mMyAdapter;
    @Override
    protected void setUp() throws Exception {
    super.setUp();
    RenamingDelegatingContext context 
    = new RenamingDelegatingContext(getContext(), TEST_FILE_PREFIX);
    mMyAdapter = new MyAdapter(context);
    mMyAdapter.open();
    }
    @Override
    protected void tearDown() throws Exception {
    super.tearDown();
    mMyAdapter.close();
    mMyAdapter = null;
    }
    public void testPreConditions() {
    assertNotNull(mMyAdapter);
    }
    }
    

So what's happening here is that the context implementation of `RenamingDelegatingContext`, once `MyAdapter(context).open()` is called, will always recreate the database. Each test you write now will be going against the state of the database after `MyAdapter.DATABASE_CREATE_STATEMENT` is called.",SQLiteOpenHelper,1
"ANDROID: Database connection, check data, login page 

I'm doing Major Project on my final year and I'm very new to Android plus I;m not good at codings. I need help with my login page. I've created something like a database connection java file which is this:
    
    
    package one.two;
    import java.util.List;
    import android.app.ListActivity;
    import android.content.Context;
    import android.database.Cursor;
    import android.database.SQLException;
    import android.database.sqlite.SQLiteDatabase;
    import android.database.sqlite.SQLiteOpenHelper;
    import android.util.Log;
    import java.util.ArrayList;
    public class UserDB 
    {
    public String KEY_USERNAME = ""Username"";
    public String KEY_PASSWORD = ""Password"";
    public String KEY_LNAME = ""LastName"";
    public String KEY_FNAME = ""FirstName"";
    private static final String DATABASE_NAME = ""Users"";
    private static final String DATABASE_TABLE = ""User"";
    private static final int DATABASE_VERSION = 1;
    private static Context context;
    private static DatabaseHelper DBHelper;
    private static SQLiteDatabase db;
    public UserDB(Context ctx)
    {
    this.context = ctx;
    DBHelper = new DatabaseHelper(context);
    }
    private static class DatabaseHelper extends SQLiteOpenHelper
    {
    DatabaseHelper(Context context)
    {
    super(context, ""Users"", null, 1);
    }
    @Override
    public void onUpgrade(SQLiteDatabase db, int oldVersion, int newVersion)
    {
    }
    @Override
    public void onCreate(SQLiteDatabase db)
    {
    }
    }//end DatabaseHelper
    // ---opens the database---
    public UserDB open() throws SQLException
    {
    db = DBHelper.getWritableDatabase();
    return this;
    }
    // ---closes the database---
    public void close()
    {
    DBHelper.close();
    }
    }
    

I've already created a database for users using SQLite. The database name is Users and the table is called User. The records inside the table are Username, Password, LastName, FirstName. I've inserted one user's info into the database. The problem is I do not know whether my UserDB.java is correct. 

And I've also created login.java. Hardcoded Login page: 
    
    
    package one.two;
    import android.app.Activity;
    import android.content.Intent;
    import android.database.Cursor;
    import android.os.Bundle;
    import android.view.View;
    import android.view.View.OnClickListener;
    import android.widget.Button;
    import android.widget.EditText;
    import android.widget.GridView;
    import android.widget.ListView;
    import android.widget.TextView;
    public class Login extends Activity implements OnClickListener{
    UserDB db = new UserDB(this);
    /** Called when the activity is first created. */
    private EditText etUsername;
    private EditText etPassword;
    private Button btnLogin;
    //private Button btnRegister;
    private TextView lblResult;
    @Override
    public void onCreate(Bundle savedInstanceState) {
    super.onCreate(savedInstanceState);
    setContentView(R.layout.login);
    // Get the EditText and Button References
    etUsername = (EditText)findViewById(R.id.usernametxt);
    etPassword = (EditText)findViewById(R.id.passwordtxt);
    btnLogin = (Button)findViewById(R.id.btnLogin);
    //btnRegister = (Button)findViewById(R.id.btnRegister);
    lblResult = (TextView)findViewById(R.id.msglbl);
    //Cursor c = (Cursor) db.getAllTitles();
    Button btnArrival = (Button) findViewById(R.id.btnRegister);
    btnArrival.setOnClickListener(this);
    // Set Click Listener
    btnLogin.setOnClickListener(new OnClickListener() {
    @Override
    public void onClick(View v) {
    // Check Login
    String username = etUsername.getText().toString();
    String password = etPassword.getText().toString();
    if(username.equals(""guest"") && password.equals(""guest"")){
    lblResult.setText(""Login successful."");
    } else {
    lblResult.setText(""Login failed. Username and/or password doesn't match."");
    }
    }
    });
    }
    public void onClick(View v)
    {
    Intent intent = new Intent(this, DatabaseActivity.class);
    startActivity(intent);
    }
    }
    

So I want to know how I should apply the database connection on the login.java. Should I insert database connection something like db.Open();? I studied ASP.Net a few months back and I kind of forget most of what I've learnt. 

So how should I open the database connection on login.java and how to check with database whether the user enters the right username and password? 

Just incase you need my xml, here's the code:
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    

Any help is appreciated. I need to learn how to do it so that I can apply for other pages for example Register.java page. 

-Dayne

For the database: You should have a primary key that is autoincrement on user table. and try putting codes in onCreate() and onUpgrade(). here's example: 
    
    
     @Override
    public void onCreate(SQLiteDatabase db) { 
    // Creating Tables
    String CREATE_EMPLOYEES_TABLE = ""CREATE TABLE "" + TABLE_EMPLOYEES + ""(""
    + KEY_EMPID + "" INTEGER PRIMARY KEY autoincrement,"" + KEY_FIRSTNAME
    + "" TEXT not null,"" + KEY_LASTNAME + "" TEXT not null,"" + KEY_DEPARTMENTNAME
    + "" TEXT not null,"" + KEY_EMAIL + "" TEXT not null,"" + KEY_PHONE
    + "" TEXT not null,"" + KEY_PASSWORD + "" TEXT not null "" + "")"";
    db.execSQL(CREATE_EMPLOYEES_TABLE);
    String CREATE_DEPARTMENTS_TABLE = ""CREATE TABLE "" + TABLE_DEPARTMENTS
    + ""("" + KEY_DEPARTMENTID + "" INTEGER PRIMARY KEY autoincrement,""
    + KEY_DEPARTMENTNAME + "" TEXT not null""
    + "")"";
    db.execSQL(CREATE_DEPARTMENTS_TABLE);
    }
    // Upgrading database
    @Override
    public void onUpgrade(SQLiteDatabase db, int oldVersion, int newVersion) {
    // Drop older table if existed
    db.execSQL(""DROP TABLE IF EXISTS "" + TABLE_EMPLOYEES);
    db.execSQL(""DROP TABLE IF EXISTS "" + TABLE_DEPARTMENTS);
    // Create tables again
    onCreate(db);
    }`
    

For the login, try this:
    
    
     @Override
    public void onClick(View v) {
    if(et1.getText().toString().equals(""admin"") &&
    et2.getText().toString().equals(""admin"")) {
    Toast.makeText(getApplicationContext(),
    ""Redirecting..."",Toast.LENGTH_SHORT).show();
    Intent intent = new Intent(Login.this, AdminHome.class);
    startActivity(intent);
    finish();
    }else{
    Toast.makeText(getApplicationContext(), ""Wrong Credentials"",Toast.LENGTH_SHORT).show();
    }
    }
    });",Intent,0
"Can someone explain to me this `StaleDataException` 

Can someone explain to me this `StaleDataException`
    
    
    07-11 19:58:23.298 E/AndroidRuntime( 1044): Uncaught handler: thread main exiting due to uncaught exception
    07-11 19:58:23.368 E/AndroidRuntime( 1044): android.database.StaleDataException: Access closed cursor
    07-11 19:58:23.368 E/AndroidRuntime( 1044): at android.database.AbstractWindowedCursor.checkPosition(AbstractWindowedCursor.java:217)
    07-11 19:58:23.368 E/AndroidRuntime( 1044): at android.database.AbstractWindowedCursor.getInt(AbstractWindowedCursor.java:84)
    07-11 19:58:23.368 E/AndroidRuntime( 1044): at android.database.CursorWrapper.getInt(CursorWrapper.java:128)
    

When and how do we need to assure a requiry on the cursor, and why fails with this Exception?

Use `Activity.getContentResolver.query()` instead of `Activity.managedQuery()`. Because `managedQuery()` is deprecated. It works for me.",Activity,0
"Query if Android database exists! 

I have created a database for my android app which contains static data and does not require update/delete functionality thus when the app starts, I want to check if the db exists and if not then execute my dbAdapter class. I know its a simple if statement but I was just wondering the most efficient way to query whether the db exists. 

Cheers 
    
    
    /**
    * Check if the database exist and can be read.
    * 
    * @return true if it exists and can be read, false if it doesn't
    */
    private boolean checkDataBase() {
    SQLiteDatabase checkDB = null;
    try {
    checkDB = SQLiteDatabase.openDatabase(DB_FULL_PATH, null,
    SQLiteDatabase.OPEN_READONLY);
    checkDB.close();
    } catch (SQLiteException e) {
    // database doesn't exist yet.
    }
    return checkDB != null;
    }
    

where DB_FULL_PATH is the path to your database file",SQLiteDatabase,1
"Is there anyway to implement Full Text Search (FTS) in SQlite from Android platform? 

I am trying to create an application which collects a lot of notes from users. I want to implement full text search on the notes so that the user can get relevant notes from the whole array of notes. I am looking for a solution for this. Full-text-search(FTS) is actually supported by SQLite, but is it available for Android? Can anybody enlighten me on this?

Yes it is possible, you can make use of Sqlite's FTS3 and FTS4 extensions. They work great. FTS tables are created using a CREATE VIRTUAL TABLE statement. For more information on how FTS tables work and how you can search for terms please have a look here

I found this method very useful while searching through a customer database -
    
    
    public static String[] negligibleTokens = {""a"", ""an"", ""the"", ""is"", ""am"", ""are"", ""to""};
    public Cursor searchCustomer(String inputText) throws SQLException {
    Log.w(TAG, inputText);
    String[] searchQueryTokens = inputText.split("" "");
    StringBuilder searchQueryBuilder = new StringBuilder();
    for (int i = 0; i < searchQueryTokens.length; i++) {
    if (!Arrays.asList(negligibleTokens).contains(searchQueryTokens[i])) {
    if (i != 0 && searchQueryBuilder.length() > 0)
    searchQueryBuilder.append("" OR"" +
    "" "");
    searchQueryBuilder.append(searchQueryTokens[i]);
    }
    } 
    String query = ""SELECT docid as _id,"" +
    KEY_CUSTOMER + "","" +
    KEY_NAME + "","" +
    ""("" + KEY_ADDRESS1 + ""||"" +
    ""(case when "" + KEY_ADDRESS2 + ""> '' then '\\n' || "" + KEY_ADDRESS2 + "" else '' end)) as "" + KEY_ADDRESS + "","" +
    KEY_ADDRESS1 + "","" +
    KEY_ADDRESS2 + "","" +
    KEY_CITY + "","" +
    KEY_STATE + "","" +
    KEY_ZIP +
    "" from "" + FTS_VIRTUAL_TABLE +
    "" where "" + KEY_SEARCH + "" MATCH '"" + searchQueryBuilder.toString() + ""';"";
    Log.w(TAG, query);
    Cursor mCursor = mDb.rawQuery(query, null);
    if (mCursor != null) {
    mCursor.moveToFirst();
    }
    return mCursor;
    }
    

This method uses the "" MATCH"" query in the table FTS_VIRTUAL_TABLE. The ""OR"" operator ensures every customer with even a single word matching from the whole search text gets included in the search results.

Hope it helps.",Cursor,0
"notifyDataSetChanged example 

I'm trying to use in my `Android Application` the `notifyDataSetChanged()` method for an `ArrayAdapter` but it doesn't work for me. 

I found as answer here, that `notifyDataSetChanged()` should run in the main thread, but there was no example for that.

Could anybody send an example or at least a link?!

For an `ArrayAdapter`, `notifyDataSetChanged` only works if you use the `add()`, `insert()`, `remove()`, and `clear()` on the Adapter. 

When an `ArrayAdapter` is constructed, it holds the reference for the `List` that was passed in. If you were to pass in a `List` that was a member of an Activity, and change that Activity member later, the `ArrayAdapter` is still holding a reference to the original `List`. The Adapter does not know you changed the `List` in the Activity.

Your choices are:

  1. Use the functions of the `ArrayAdapter` to modify the underlying List (`add()`, `insert()`, `remove()`, `clear()`, etc.)
  2. Re-create the `ArrayAdapter` with the new `List` data. (Uses a lot of resources and garbage collection.)
  3. Create your own class derived from `BaseAdapter` and `ListAdapter` that allows changing of the underlying `List` data structure.
  4. Use the `notifyDataSetChanged()` every time the list is updated. To call it on the UI-Thread, use the `runOnUiThread()` of `Activity`. Then, `notifyDataSetChanged()` will work.",Activity,1
"device policy administration errors with Android 

I recently started exploring the android device policy administration APIs and have run into a bit of a wall. i'm having problems simply enabling the device administration. I'm fairly certain it is a problem with the manifest entry, however I can't quite pinpoint the problem area.

Manifest entry:
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
     
    

Error message:
    
    
    12-25 15:42:38.930: WARN/DeviceAdminAdd(394): Unable to retrieve device policy ComponentInfo{com.example/com.example.Receiver}
    org.xmlpull.v1.XmlPullParserException: No android.app.device_admin meta-data
    

device_admin.xml
    
    
    
    
    
    
    
    
    
    
    

Enabling Method:
    
    
     enable = (Button)findViewById(R.id.button);
    enable.setOnClickListener(new View.OnClickListener()
    {
    public void onClick(View v)
    {
    Intent intent = new Intent (DevicePolicyManager.ACTION_ADD_DEVICE_ADMIN);
    intent.putExtra(DevicePolicyManager.EXTRA_DEVICE_ADMIN, receiver);
    startActivityForResult(intent, 1);//1 is enabled, 0 is disabled.
    output.setText(""""+policymanager.isAdminActive(receiver));
    }
    });
    

And the Receiver class is as basic as the sample found here: http://developer.android.com/resources/samples/ApiDemos/src/com/example/android/apis/app/DeviceAdminSample.html

any help or advice would be much appreciated.

I had the same issue. MyAdmin class signature must be `public static`
    
    
    public static class MyAdmin extends DeviceAdminReceiver {
    }",DeviceAdminReceiver,0
"Android Database 

I'm trying to build a simple app to get to grips with android as I'm new. I have programmed for years in PHP and MySQL so it's not completely unfamiliar to me, but one concept is at the moment confusing to me.

If I wanted to create this app with 100's of questions how would I create the database like this. What I mean is at the moment my app runs and creates the database. Would I need to do this everytime the app runs as i'm guessing if it was a lot bigger it would mean a slow load evert time. Or is there a way to create the database once and then when the app runs there is no need to populate it.

Max

Try creating a class that extends SQLLiteOpenHelper - there is a method called onCreate() which you can override:
    
    
    private class DBOpenHelper extends SQLiteOpenHelper {
    public DBOpenHelper(Context context, String name, int version) {
    super(context, name, null, version);
    }
    @Override
    public void onCreate(SQLiteDatabase db) {
    db.execSQL(""create table ..."");
    }
    @Override
    public void onUpgrade(SQLiteDatabase db, int oldVersion, int newVersion) {
    // nothing to do
    }
    }
    

You must then create a class that implements DatabaseHelper, and in its constructor instantiate the subclass of SQLLiteOpenHelper and call the establishDB() method:
    
    
    public final class StandardSQLLiteDatabaseHelper implements DatabaseHelper {
    private SQLiteDatabase db;
    private final DBOpenHelper openHelper;
    StandardSQLLiteDatabaseHelper(final Context context) {
    this.openHelper = new DBOpenHelper(context, ""MSPC"", 1);
    if (db == null) {
    db = this.openHelper.getWritableDatabase();
    }
    }
    }",SQLiteDatabase,0
"Android backup/restore: how to backup an internal database? 

I have implemented a `BackupAgentHelper` using the provided `FileBackupHelper` to backup and restore the native database I have. This is the database you typically use along with `ContentProviders` and which resides in `/data/data/yourpackage/databases/`.

One would think this is a common case. However the docs aren't clear on what to do: http://developer.android.com/guide/topics/data/backup.html. There is no `BackupHelper` specifically for these typical databases. Hence I used the `FileBackupHelper`, pointed it to my .db file in ""`/databases/`"", introduced locks around any db operation (such as `db.insert`) in my `ContentProviders`, and even tried creating the ""`/databases/`"" directory before `onRestore()` because it does not exist after install.

I have implemented a similar solution for the `SharedPreferences` successfully in a different app in the past. However when I test my new implementation in the emulator-2.2, I see a backup being performed to `LocalTransport` from the logs, as well as a restore being performed (and `onRestore()` called). Yet, the db file itself is never created.

Note that this is all after an install, and before first launch of the app, after the restore has been performed. Apart from that my test strategy was based on http://developer.android.com/guide/topics/data/backup.html#Testing.

Please also note I'm not talking about some sqlite database I manage myself, nor about backing up to SDcard, own server or elsewhere. 

I did see a mention in the docs about databases advising to use a custom `BackupAgent` but it does not seem related:

> However, you might want to extend BackupAgent directly if you need to: * Back up data in a database. If you have an SQLite database that you want to restore when the user re-installs your application, you need to build a custom BackupAgent that reads the appropriate data during a backup operation, then create your table and insert the data during a restore operation.

Some clarity please.

If I really need to do it myself up to the SQL level, then I'm worried about the following topics:

  * Open databases and transactions. I have no idea how to close them from such a singleton class outside of my app's workflow.

  * How to notify the user that a backup is in progress and the database is locked. It might take a long time, so I might need to show a progress bar.

  * How to do the same on restore. As I understand, the restore might happen just when the user has already started using the app (and inputting data into the database). So you can't presume to just restore the backupped data in place (deleting the empty or old data). You'll have to somehow join it in, which for any non-trivial database is impossible due to the id's.

  * How to refresh the app after the restore is done without getting the user stuck at some - now - unreachable point.

  * Can I be sure the database has already been upgraded on backup or restore? Otherwise the expected schema might not match.




A cleaner approach would be to create a custom `BackupHelper`:
    
    
    public class DbBackupHelper extends FileBackupHelper {
    public DbBackupHelper(Context ctx, String dbName) {
    super(ctx, ctx.getDatabasePath(dbName).getAbsolutePath());
    }
    }
    

and then add it to `BackupAgentHelper`:
    
    
    public void onCreate() {
    addHelper(DATABASE, new DbBackupHelper(this, DB.FILE));
    }",BackupAgentHelper,1
